title,genre,length,year,plot,star,n_vote,box_office,director,cast
The Net,"Action, Crime, Drama",114 min,(I) (1995),"When Angela Bennett, a computer programmer, stumbles upon government secrets, she finds herself on the run from an unknown enemy hell-bent on destroying her completely.",6.0,"73,602",$50.73M,['Irwin Winkler'],"['Sandra Bullock', 'Jeremy Northam', 'Dennis Miller', 'Diane Baker']"
Kama Sutra: A Tale of Love,"Crime, Drama, History",114 min,(1996),Two female friends become sexual rivals at maturity.,6.0,"11,326",$4.11M,['Mira Nair'],"['Naveen Andrews', 'Sarita Choudhury', 'Indira Varma', 'Ramon Tikaram']"
The Riot Club,"Drama, Thriller",107 min,(2014),"Two first-year students at Oxford University join the infamous Riot Club, where reputations can be made or destroyed over the course of a single evening.",6.0,"24,084",N/A,['Lone Scherfig'],"['Sam Claflin', 'Max Irons', 'Douglas Booth', 'Jessica Brown Findlay']"
Come True,"Horror, Sci-Fi",105 min,(2020),A teenage runaway takes part in a sleep study that becomes a nightmarish descent into the depths of her mind and a frightening examination of the power of dreams.,6.0,"11,070",N/A,['Anthony Scott Burns'],"['Julia Sarah Stone', 'Landon Liboiron', 'Carlee Ryski', 'Christopher Heatherington']"
The People's Joker,Comedy,92 min,(2022),An aspiring clown grappling with her gender identity combats a fascistic caped crusader.,6.0,287,N/A,['Vera Drew'],"['Vera Drew', 'Griffin Kramer', 'Lynn Downey', 'Kane Distler']"
Hilma,"Biography, Drama",120 min,(2022),"Exploring Hilma af Klint's enigmatic life, now recognized as one of the Western world's first abstract artists.",6.0,965,N/A,['Lasse Hallström'],"['Tora Hallström', 'Catherine Chalk', 'Lily Cole', 'Rebecca Calder']"
Attachment,"Comedy, Horror, Romance",105 min,(2022),"Maja, a Danish has-been actress, falls in love with Leah, a Jewish academic from London. Leah suffers a mysterious seizure, and Maja returns with her to London. There, she meets Leah's mother, Chana, a woman who could hold dark secrets.",6.0,"1,630",N/A,['Gabriel Bier Gislason'],"['Sofie Gråbøl', 'David Dencik', 'Ellie Kendrick', 'Josephine Park']"
Far More,"Comedy, Drama",98 min,(2021),"Adrian Grenier stars as Sean McAllister, a successful fashion designer who hasn't seen his family in years. He returns to his hometown for a painstaking family reunion that will take him back to his past only to rebuild his future.",6.0,304,N/A,['Ally Walker'],"['Joshua Rush', 'Adrian Grenier', 'Joanna Ranee Wood', 'Betsy Cramer']"
Pit Stop,"Drama, Romance",80 min,(2013),"Recovering from an ill-fated affair with a married man, Gabe finds solace in the relationship he maintains with his ex-wife and daughter. On the other side of town, Ernesto evades life at ...                See full summary »",6.0,"1,883",N/A,['Yen Tan'],"['Bailey Bass', 'Marcus DeAnda', 'Yesenia Garcia', 'Bill Heck']"
Monsoon,"Drama, History, Romance",85 min,(2019),"Kit, a British man of Vietnamese heritage, returns to Saigon for the first time in over 30 years after leaving the country with his parents, when he was six years old, at the end of the Vietnam War.",6.0,"2,311",N/A,['Hong Khaou'],"['Henry Golding', 'William Do', 'David Tran', 'Lam Anh Dao']"
Love My Life,Drama,96 min,(2006),Ichiko and Eri are two Japanese university students who are in a lesbian relationship. Ichiko comes out to her father who tells her he is also gay and her mother was a lesbian. Her best ...                See full summary »,6.0,916,N/A,['Kôji Kawano'],"['Rei Yoshii', 'Asami Imajuku', 'Naomi Akimoto', 'Miyoko Asada']"
Young Hunter,Drama,101 min,(2020),A 15-year-old young man burning with desire to have sex with another man gets involved with a manipulative and exploitative porn plot.,6.0,"1,436",N/A,['Marco Berger'],"['Juan Pablo Cestaro', 'Lautaro Rodríguez', 'Patricio Rodríguez', 'Juan Barberini']"
A Gingerbread Christmas,"Drama, Romance",85 min,(2022),"Follows Hazel, who goes to spend the holidays in her home town, where a romance begins to bloom with a local contractor who has been helping her father with their family bakery, but some misunderstandings threaten to tear them apart.",6.0,389,N/A,['Pat Kiely'],"['Tiya Sircar', 'Marc Bendavid', 'Sugith Varughese', 'Kyana Teresa']"
O Amante de Júlia,Romance,106 min,(2022),"Paralyzed from the waist down after an accident, Cássio's relationship with Julia goes through difficulties. Feeling rejected, she starts a new romance. Based on the novel ""Lady Chatterley's Lover"" by D. H. Lawrence.",6.0,43,N/A,['Vinicius Coimbra'],"['Bianca Bin', 'Sergio Guizé', 'Rômulo Estrela', 'Priscila Steinman']"
The Last Day,"Drama, Romance",104 min,(2004),A young artist's return home is offset by his unrequited love for a childhood male friend.,6.0,"1,148",N/A,['Rodolphe Marconi'],"['Nicole Garcia', 'Gaspard Ulliel', 'Mélanie Laurent', 'Bruno Todeschini']"
Ossan's Love: Love or Dead,"Comedy, Drama, Romance",114 min,(2019),The story takes place after the TV drama series Ossan's Love (2018). It's been a year since Haruta and Maki pledged their undying love. Haruta has now come back and receives a warm welcome ...                See full summary »,6.0,327,N/A,['Tôichirô Rutô'],"['Kei Tanaka', 'Kento Hayashi', 'Kôtarô Yoshida', 'Rio Uchida']"
Do I Sound Gay?,Documentary,77 min,(2014),A documentary about the stereotype of the gay voice.,6.0,"2,049",$0.06M,['David Thorpe'],"['David Thorpe', 'George Takei', 'Tim Gunn', 'David Sedaris']"
The Male Gaze: Shadows on Skin,Drama,86 min,(2023),"Four stories about the marks that can be left when skin touches skin. Even in brightness, some shadows always linger.",6.0,23,N/A,[],"['Lui Avallos', 'Tanju Bilir', 'Saladin Dellers', 'Lucas Galvino']"
Happy End?!,"Drama, Romance",86 min,(2014),"When Hema, dies in a hospice for the dying, Lucca and Valerie go on a road trip to steal her ashes, and bury her in her favorite place. They find friends and love along the way, but not all stories have a hayyp end.",6.0,222,N/A,['Petra Clever'],"['Sinha Melina Gierke', 'Verena Wüstkamp', 'Madlen Kaniuth', 'Sascha Tschorn']"
Meili,Drama,82 min,(2018),Meili is a character portrait of a young woman in much need of love.,6.0,56,N/A,[],"['Yun Chi', 'Zhou Meiyan', 'Li Shuangyu', 'Limin Wang']"
Boys Night,Drama,75 min,(2021),"Bouncing around from genre to genre, this stellar collection of six short films showcases some of the most cutting edge recent gay cinema from the USA and Australia. Sit back, relax and get ready to make it a BOYS NIGHT.",6.0,28,N/A,[],"['Ernest Arfan', 'Chris Asimos', 'Shabana Azeez', 'Michael Vincent Berry']"
The Last Time You Had Fun,"Comedy, Drama",82 min,(2014),"When Clark and Will meet Alison and Ida in a wine bar, the foursome struggle to have the most fun that four, bickering, barely married, pre-middle-aged, decidedly dysfunctional adults are capable of having.",6.0,760,N/A,['Mo Perkins'],"['Kyle Bornheimer', 'Eliza Coupe', 'Mary Elizabeth Ellis', 'Demetri Martin']"
The Male Gaze: Fleeting Glances,Drama,108 min,(2022),What can happen in a moment? A difficult decision can change your path in life. An innocent question can provide all the answers you need. A simple maneuver can open your eyes. Seven moments that will change their lives forever.,6.0,15,N/A,[],"['Sofian Khammes', 'Jordi Gimeno', 'Sandro Giordano', 'Antonio De Matteo']"
Piece of Cake,"Drama, Romance",121 min,(2015),Shino is the type of girl that is easy and available to men. She detests being alone. She cheats and moves on even to new regions. Shino meets her new neighbour Kyoshiro who just happens to...                See full summary »,6.0,165,N/A,['Tomorô Taguchi'],"['Mikako Tabe', 'Gô Ayano', 'Tôri Matsuzaka', 'Fumino Kimura']"
"Truly, Madly","Drama, Horror",75 min,(2020),"After her husbands untimely passing, a religious mother becomes negatively obsessed with her gay son and his lifestyle. Tragedy and murder ensue.",6.0,102,N/A,['Brian Dorton'],"['Sondra Carver', 'Adam Freeman', 'Brian Dorton', 'Dixie Gers']"
The Sodomite Deception,Documentary,201 min,(2021),Add a Plot,6.0,52,N/A,['Jonathan Shelley'],"['Steven L. Anderson', 'Roger Jimenez', 'Bruce Mejia', 'Jonathan Shelley']"
Amor Maldito,Drama,76 min,(1984),"Two young women with different social backgrounds have a lesbian relationship. The real problems begin when one of them also gets involved with a man, a journalist.",6.0,73,N/A,['Adélia Sampaio'],"['Monique Lafond', 'Wilma Dias', 'Emiliano Queiroz', 'Neuza Amaral']"
Goodbye Gauley Mountain: An Ecosexual Love Story,"Documentary, Romance",70 min,(2014),"Beth Stephens and Annie Sprinkle activate the metaphor ""Earth as lover"" and join the fight against mountain top removal (MTR) in Appalachia.",6.0,11,N/A,[],"['Paul Corbit Brown', 'The Earth', 'Larry Gibson', 'Grumble Grumble']"
Lucky,"Documentary, Biography",72 min,(II) (2014),"Spanning more than five years on the streets of New York City, this intimate story of survival follows Lucky Torres, a homeless mother masked in tattoos who longs to rise from a life of darkness.",6.0,28,N/A,"['Laura Checkoway', '|']",[]
El Tercer Deseo,Comedy,N/A,(2018),"Eugenio is a real state salesman who's facing a middle life crisis. Cornered by his boss's demands, his girlfriend, and his co workers, he decides to party the night out and ""forget about ...                See full summary »",6.0,8,N/A,['Javier Mujica'],"['César Bencid', 'Augusto Nitti', 'Carlos Antonio León', 'Thomas Piedra']"
Madame Arthur,Documentary,61 min,(2011),Add a Plot,6.0,6,N/A,['Eduardo Gión'],"['Madame Arthur', 'Manolo Castan', 'Juani de Lucía', 'Víctor Guerrero']"
Shazam! Fury of the Gods,"Action, Adventure, Comedy",130 min,(2023),"The film continues the story of teenage Billy Batson who, upon reciting the magic word ""SHAZAM!"" is transformed into his adult Super Hero alter ego, Shazam.",5.9,"123,864",N/A,['David F. Sandberg'],"['Zachary Levi', 'Asher Angel', 'Jack Dylan Grazer', 'Rachel Zegler']"
Power Rangers,"Action, Adventure, Fantasy",124 min,(2017),"When Earth is on the verge of an alien invasion, five teenagers, who are infused with superhuman abilities, must harness their newfound powers to battle this threat - as the Power Rangers.",5.9,"113,732",$85.36M,['Dean Israelite'],"['Dacre Montgomery', 'Naomi Scott', 'RJ Cyler', 'Ludi Lin']"
Isn't It Romantic,"Comedy, Fantasy, Musical",89 min,(2019),A young woman disenchanted with love mysteriously finds herself trapped inside a romantic comedy.,5.9,"73,624",$48.79M,['Todd Strauss-Schulson'],"['Rebel Wilson', 'Liam Hemsworth', 'Adam Devine', 'Priyanka Chopra Jonas']"
The Prom,"Comedy, Drama, Musical",130 min,(2020),A troupe of hilariously self-obsessed theater stars swarm into a small conservative Indiana town in support of a high-school girl who wants to take her girlfriend to the prom.,5.9,"29,174",N/A,['Ryan Murphy'],"['Meryl Streep', 'James Corden', 'Nicole Kidman', 'Kerry Washington']"
The Gay Deceivers,Comedy,97 min,(1969),"Danny and Elliot avoid military service by pretending to be gay, but they have to act the part when the recruiting officer doesn't buy it.",5.9,867,N/A,['Bruce Kessler'],"['Kevin Coughlin', 'Brooke Bundy', 'Lawrence P. Casey', 'Jo Ann Harris']"
Circumstance,Drama,107 min,(2011),A wealthy Iranian family struggles to contain a teenager's growing sexual rebellion and her brother's dangerous obsession.,5.9,"7,996",$0.44M,['Maryam Keshavarz'],"['Sarah Kazemy', 'Nikohl Boosheri', 'Reza Sixo Safai', 'Soheil Parsa']"
Some of My Best Friends Are...,Drama,110 min,(1971),A dramatic expose of the lives of a group of gays who meet in a New York City bar on Christmas Eve.,5.9,365,$0.12M,['Mervyn Nelson'],"['Tom Bade', 'James Murdock', 'Paul Blake', 'Gary Campbell']"
Naked Killer,"Action, Crime, Horror",89 min,(1992),A young woman is trained by a martial arts specialist to become a professional assassin.,5.9,"2,669",$0.03M,['Clarence Fok'],"['Chingmy Yau', 'Simon Yam', 'Carrie Ng', 'Madoka Sugawara']"
BearCity 3,"Comedy, Drama, Romance",116 min,(2016),"The final film in the multiple award-winning BearCity Trilogy takes the gang 'Bear Camping' at the Woods Campground as they deal with new loves, old flames, and the joys of fatherhood.",5.9,250,N/A,['Douglas Langway'],"['Brian Keane', 'Stephen Guarino', 'Gerald McCullouch', 'Gregory Gunter']"
Rites of Passage,"Crime, Drama, Mystery",95 min,(1999),An attorney decides to take a trip with his father to their isolated family cabin to talk things out but their ensuing family argument is suddenly interrupted by two escaped convicts.,5.9,"1,333",N/A,['Victor Salva'],"['Jason Behr', 'Dean Stockwell', 'James Remar', 'Robert Glen Keith']"
Boys on Film 21: Beautiful Secret,Drama,123 min,(2021),"-BOYS ON FILM 21 invites you on a voyage of emotion-soaked self-discovery, where same-sex attraction is celebrated, first loves are tenderly formulated, and beautiful secrets burn and bloom.",5.9,49,N/A,[],"[""Antoine L'Écuyer"", 'Maximilian Henhappel', 'David Menkin', 'Alessandro Gruttadauria']"
Let My People Go!,"Comedy, Romance",96 min,(2011),"At Passover, Reuben, a French-Jewish man living in Finland with his Nordic boyfriend, finds himself back in Paris with his zany family after a lovers' quarrel.",5.9,705,$0.02M,['Mikael Buch'],"['Nicolas Maury', 'Carmen Maura', 'Jean-François Stévenin', 'Amira Casar']"
After Louie,"Drama, Romance",100 min,(2017),"After Louie explores the contradictions of modern gay life and history through Sam, a man desperate to understand how he and his community got to where they are today.",5.9,449,N/A,['Vincent Gagliostro'],"['Alan Cumming', 'Zachary Booth', 'Sarita Choudhury', 'Patrick Breen']"
Who's Driving Doug,"Comedy, Drama",99 min,(2016),"A sheltered, intelligent college student DOUG (RJ Mitte of ""Breaking Bad"") changes his life forever when he hires an underachieving driver SCOTT (Ray William Johnson of ""Equals Three""). In ...                See full summary »",5.9,459,N/A,['David Michael Conley'],"['RJ Mitte', 'Daphne Zuniga', 'Paloma Kwiatkowski', 'Alix Elizabeth Gitter']"
Bulgarian Lovers,"Comedy, Crime, Drama",101 min,(2003),A straight-laced Spanish man falls in love with a young foreigner.,5.9,956,$0.06M,['Eloy de la Iglesia'],"['Fernando Guillén Cuervo', 'Dritan Biba', 'Pepón Nieto', 'Roger Pera']"
"Kiss Him, Not Me","Comedy, Music, Romance",90 min,(2020),"Kae, a fan of gay romance novels, loses weight after the death of her favorite character. She becomes popular and attracts several cute boys at school.",5.9,151,N/A,['Norihisa Hiranuma'],"['Hokuto Yoshino', 'Fûju Kamio', 'Nonoka Yamaguchi', 'Miu Tomita']"
Wo de ling hun shi ai zuo de,"Drama, Romance",92 min,(2019),"When the 26-year-old Civics teacher, Kevin, openly voices his stance on marriage equality at school, he stirs up a storm. His being madly in love with an HIV positive man doesn't sit well ...                See full summary »",5.9,166,N/A,['Ming-Lang Chen'],"['Oscar Chiu', 'Chin-Hao Chang', 'Tzu-hua Ho', 'Winnie Shih-Ying Chang']"
