title,genre,length,year,plot,star,n_vote,box_office,director,cast,keyword
Mercy's Girl,"['Drama', ' Romance']",123 min,2018,"A closeted gay woman, Mercy (Emily Lape), meets an attractive, sexual and loving college student named Jesse (Alison Hixon) that challenges her to explore her own beliefs on sexuality and religion.",5.8,277,70000.0,['Emily Lape'],"['Emily Lape', 'Alison Hixon', 'Rainee Denham', 'Robert Kaercher']",lesbian
Hell Glades,['Horror'],74 min,2013,"On Friday October 5th 2007, The first day of Columbus Day weekend celebration in the United States of America, a group of young women went camping in the Florida Everglades. They all ...                See full summary »",3.5,63,0.0,['Aiden Dillard'],"['Aiden Dillard', 'Deborah Funes', 'Belkys Galvez', 'Chelsea Harshman']",lesbian
Night Rhythms,"['Crime', ' Mystery', ' Thriller']",99 min,1992,A radio talk show host is accused of murdering one of his fans while on the air and he must go on the run to somehow prove his innocence.,5.0,341,0.0,['Gregory Dark'],"['Martin Hewitt', 'David Carradine', 'Sam J. Jones', 'Deborah Driggs']",lesbian
Slashlorette Party,['Horror'],78 min,2020,"A bride-to-be is taken to a woodland cabin for a bachelorette party, but the fun stops when an uninvited party starts cutting down the guest list.",3.4,463,0.0,[],"['Ginger Lynn', 'Krystal Shay', 'Nina Lanee Kent', 'Drew Marvick']",lesbian
All Over the Guy,"['Comedy', ' Romance']",95 min,2001,"""All Over The Guy"" is a contemporary romantic comedy about the quest to find the ""one"" when ""the one"" doesn't know he's the ""one."" It explores the unlikely pairing of two 20-somethings ...                See full summary »",6.4,4977,1010000.0,['Julie Davis'],"['Dan Bucatinsky', 'Richard Ruccolo', 'Sasha Alexander', 'Adam Goldberg']",lesbian
The Unseen,"['Action', ' Drama', ' Horror']",108 min,2016,"A man who abandoned his family now risks everything to find his missing daughter, including exposing the secret that he is becoming invisible.",5.4,1451,0.0,['Geoff Redknap'],"['Aden Young', 'Camille Sullivan', 'Julia Sarah Stone', 'Ben Cotton']",lesbian
Allyson Is Watching,['Drama'],90 min,1997,"Innocent, sexy Allyson leaves her boyfriend Peter to go to acting classes in Los Angeles. In Los Angeles she rents a room in an apartment building from the grumpy Mr. Merry next to the ...                See full summary »",4.8,381,0.0,['Robert Kubilos'],"['Caroline Ambrose', 'James Horan', 'David Andriole', 'Jack DeLeon']",lesbian
Affinity,"['Drama', ' Romance']",120 min,2008,"A grieving upper class woman becomes a ""Lady Visitor"" at Millbank prison, hoping to escape her troubles and be a guiding figure in the lives of the female prisoners. Of all her friendships ...                See full summary »",6.2,2250,0.0,['Tim Fywell'],"['Zoë Tapper', 'Anna Madeley', 'Domini Blythe', 'Amanda Plummer']",lesbian
My Baby's Daddy,['Comedy'],86 min,2004,"A trio of young men (Griffin, Anderson, and Imperioli) are forced to grow up quick when their girlfriends all become pregnant around the same time.",4.5,3887,17320000.0,['Cheryl Dunye'],"['Eddie Griffin', 'Anthony Anderson', 'Michael Imperioli', 'Paula Jai Parker']",lesbian
Crucible of the Vampire,"['Drama', ' Fantasy', ' Horror']",104 min,2019,"Young museum curator, Isabelle, is sent to inspect a part of what seems to be a strange crucible buried near an eerie old manor.",3.8,309,0.0,['Iain Ross-McNamee'],"['Katie Goldfinch', 'Neil Morrissey', 'Larry Rew', 'Brian Croucher']",lesbian
Some of My Best Friends Are...,['Drama'],110 min,1971,A dramatic expose of the lives of a group of gays who meet in a New York City bar on Christmas Eve.,5.9,366,120000.0,['Mervyn Nelson'],"['Tom Bade', 'James Murdock', 'Paul Blake', 'Gary Campbell']",lesbian
The Hot Flashes,"['Comedy', ' Sport']",99 min,2013,A group of middle aged women play basketball and prove a point.,5.1,2164,0.0,['Susan Seidelman'],"['Brooke Shields', 'Wanda Sykes', 'Daryl Hannah', 'Camryn Manheim']",lesbian
Alena,"['Drama', ' Horror', ' Thriller']",83 min,2015,"When Alena arrives at her new elite boarding school, Filippa and the other girls start to harass her. But Alena's best friend Josefin won't let her take anymore beating. If she won't strike back, Josefin will do it for her. Hard.",5.4,1369,0.0,['Daniel di Grado'],"['Helena Af Sandeberg', 'Johan Ehn', 'Ulrika Ellemark', 'Malin Persson']",lesbian
Jesus Christ Vampire Hunter,"['Action', ' Comedy', ' Horror']",85 min,2001,Kung-Fu Action / Comedy / Horror / Musical about the second coming.,4.9,4615,0.0,['Lee Demarbre'],"['Phil Caracas', 'Murielle Varhelyi', 'Maria Moulton', 'Tim Devries']",lesbian
Clean,"['Drama', ' Music', ' Romance']",90 min,2004,"After she ends up in prison and loses custody of her son, a woman struggles to assimilate outside her former life and remain clean long enough to regain custody of her son.",6.8,4915,140000.0,['Olivier Assayas'],"['Maggie Cheung', 'Nick Nolte', 'Béatrice Dalle', 'Jeanne Balibar']",lesbian
Harvard Man,"['Comedy', ' Crime', ' Drama']",99 min,2001,A basketball player strikes a deal with the mob to fix a basketball game.,4.8,4583,60000.0,['James Toback'],"['Sarah Michelle Gellar', 'Adrian Grenier', 'Joey Lauren Adams', 'Eric Stoltz']",lesbian
Prison Heat,"['Crime', ' Drama', ' Thriller']",91 min,1993,Four American babes on vacation in the Middle East run into trouble when they are imprisoned by corrupt army officials.,4.1,1004,0.0,['Joel Silberg'],"['Rebecca Chambers', 'Lori Jo Hendrix', 'Kena Land', 'Toni Naples']",lesbian
Mars One,['Drama'],115 min,2022,"A lower middle class family undergoes a series of challenging and profound changes, reinventing themselves and their family ties along the way.",7.4,2112,0.0,['Gabriel Martins'],"['Cícero Lucas', 'Carlos Francisco', 'Camilla Damião', 'Rejane Faria']",lesbian
Sins of the Night,"['Crime', ' Thriller']",85 min,1993,"Abused wife of a mobster, who runs a luxury brothel, tries to get the insurance investigator, hired by her ex-lover to track her down, to help her kill her husband and get the insurance money.",4.6,294,0.0,['Gregory Dark'],"['Nick Cassavetes', 'Deborah Shelton', ""Miles O'Keeffe"", 'Richard Roundtree']",lesbian
Fire,"['Crime', ' Drama', ' Romance']",104 min,1996,Two mentally unstable women who are abandoned by their husbands find love and solace in each other.,7.1,6364,400000.0,['Deepa Mehta'],"['Shabana Azmi', 'Nandita Das', 'Karishma Jhalani', 'Ramanjeet Kaur']",lesbian
Inseparables,"['Comedy', ' Drama']",108 min,2016,"Felipe a wealthy businessman who has been quadriplegic, due to an accident, is looking for a therapeutic assistant. There are several highly qualified, but he decides to take the assistant of his gardener, Tito who has decided to resign.",6.6,1228,10000.0,['Marcos Carnevale'],"['Oscar Martínez', 'Rodrigo de la Serna', 'Alejandra Flechner', 'Carla Peterson']",lesbian
Ski School 2,"['Comedy', ' Sport']",92 min,1994,Dave Marshak returns to the Ski School mountain to stop his ex-girlfriend's wedding.,4.0,1466,0.0,['David Mitchell'],"['Dean Cameron', 'Heather Campbell', 'Doug Copithorne', 'Bil Dwyer']",lesbian
Five Loose Women,"['Action', ' Crime', ' Drama']",90 min,1974,"Five women break out of a remote, minimum security prison. Four are hardened convicts, the fifth was wrongfully convicted. As the authorities chase them down, the cons terrorize or kill anyone who gets in their way.",4.6,471,0.0,['Stephen C. Apostolof'],"['Jabie Abercrombe', 'Rene Bond', 'Tallie Cochrane', 'Donna Young']",lesbian
"Daddy, Darling",['Drama'],95 min,1970,"Katja lives alone with her widowed father, and the two of them share a deep affection. One day Katja's idyllic life is forever shattered when her father re-marries.",4.9,406,0.0,['Joseph W. Sarno'],"['Helli Louise', 'Gio Petré', 'Ole Wisborg', 'Lise Henningsen']",lesbian
Women in Cell Block 7,"['Crime', ' Drama']",81 min,1973,A woman goes behind bars in order to save her father's life.,4.7,290,0.0,['Rino Di Silvestro'],"['Anita Strindberg', 'Eva Czemerys', 'Olga Bisera', 'Jenny Tamburi']",lesbian
A Girl at My Door,['Drama'],119 min,2014,A young police officer is sent to work in a small village and takes in a teenager to protect her from her abusive stepfather.,6.9,3204,0.0,['July Jung'],"['Bae Doona', 'Kim Sae-ron', 'Song Sae-byeok', 'Son Jong-hak']",lesbian
